brain,lung,liver,bone,kidney
0.880548681917618,0.596832127477035,-0.501286782405911,-0.400260588770468,0.84688504432483
1.42009524256566,1.02779117065733,0.558806140763847,1.37900526484896,-0.815096849123727
-1.2151066457491,-2.04760042865196,-0.965539479666938,-3.0740631390012,-3.61683090733493
-3.07857250238694,-1.59780242889015,-3.59218347225636,-3.59218347225636,-3.59218347225636
-3.31080257462822,-0.648466453060445,0.139665626562016,0.419507995176027,-1.08772852834644
-3.73714544209771,-3.73714544209771,-3.73714544209771,-3.73714544209771,-3.73714544209771
-1.2704911578729,-0.201785962901649,1.19128717398887,-0.582039580722275,-0.22054420516401
0.301232929313748,2.00801858674427,1.36779212464547,2.0543432647001,0.658820238520179
1.29383290077686,0.670237824899488,1.18341119402278,1.24531689199161,0.316591738127536
-2.74919666876287,-0.0104070268331345,0.308016522826643,-3.81217150804272,-0.287972060251196
-0.0528794489223477,-2.38837705331567,0.0473506740662058,-1.13149514394645,-0.392769616429913
0.50184331411911,-0.137746103160776,-1.43428165059673,-1.26616465922771,0.0707098914237118
-3.83047295312575,-1.2562075763537,-1.90416381092691,-3.83047295312575,-3.83047295312575
-3.62509536008745,-2.33905513388266,-3.62509536008745,-3.62509536008745,-3.62509536008745
-3.78876620661945,-1.62967867149712,-3.78876620661945,-3.78876620661945,-1.59872380505043
-3.9565221673177,-3.53072907272735,-3.9565221673177,-3.17988828461248,-3.9565221673177
-0.097309058874422,1.6680862391609,1.55036788753523,-0.469697032618123,-0.0080699925131599
-3.72547590059004,-1.55810956821728,-0.22805041786679,-1.86098520658529,-2.58816159616096
-3.48484668278516,-1.50790941305172,-1.92912726128804,-3.48484668278516,-2.80219422535773
-1.11461720485755,-1.9615677791514,-2.28880979897733,-2.29983068967149,-1.15757825073598
-3.79192263894848,-3.79192263894848,-2.71139071529452,-3.79192263894848,-3.10927018152105
-0.315532909610593,-1.18686703265112,-1.06552967050819,-3.1898129750248,-0.293725798412272
-0.28648420081005,0.996742320580008,-1.60631563443672,1.39558854554975,0.331470660825665
1.08069787968197,0.0993073767032503,-0.424324453614314,0.138650784126874,0.31855096574805303
0.316492488337047,-0.876679093884842,-0.991090705477285,0.603493751846755,1.0475857587828
-1.3221933918615,-0.901472972773524,-2.83905500791248,-2.64801316637039,-1.16378435584054
-3.07477681433864,-1.36545472603908,-2.5255637406428,0.994092052339721,-1.29021427206913
-1.71450962498944,0.317344256369057,0.0277589529046939,0.550628496322678,-0.442677478646292
-0.203869055481669,-1.5314431621027,-3.70044648312452,-2.49803391241067,-1.6833220591365
0.919345064619538,-0.81466829513005,-0.782979542188802,-2.22335744943705,0.211823146952478
-0.50844273686596,-0.970931860339153,-2.76635927258427,-1.9409706873845,-0.404476200739984
-3.73060966063206,-3.73060966063206,-3.73060966063206,-3.73060966063206,-1.76411619330927
-2.72514282526659,-0.0337400673334331,-0.235620389060905,-0.159827051107956,-1.07441978553406
-1.22013060204616,-3.67333394256204,-3.42896227553744,-4.09912703715239,-1.22325248988737
-3.00691636788445,-0.90749433479119,-0.557687276781429,-2.69597782976022,-0.924253318211721
-0.586314715483363,-0.985385012693032,-0.940700504896561,-1.05051824805179,-1.47217804084338
-0.875053382731101,-1.58153719663717,-1.81321466002514,-2.05205009674275,-0.45375886903465
0.0808516848516238,-0.794108238339303,0.229940661432729,0.0429711547320988,1.41204106384873
-3.32217209412689,-3.32217209412689,-3.32217209412689,-3.32217209412689,-3.32217209412689
-2.98419601015953,-2.98419601015953,-2.98419601015953,-2.98419601015953,-2.98419601015953
